name,cuisines,rating,cost_for_two,city
Maashpacheez,"North Indian, Chinese, South Indian",3.5,300.0,Marathahalli
The Spice Pavillion,North Indian,3.7,600.0,Marathahalli
Jalsa,"North Indian, Mughlai",4.2,1500.0,Marathahalli
Udupi Nalapaka,"South Indian, North Indian, Chinese",3.9,400.0,Bellandur
Tastybites.com,"Fast Food, Sandwich, South Indian",3.7,150.0,Brookefield
Spicy Andhra,"Andhra, North Indian, Chinese",2.9,600.0,Marathahalli
Chai Darbaar,"North Indian, Chinese, Fast Food",3.1,300.0,Marathahalli
Apoorva Multi Cuisine Restaurant,"North Indian, South Indian, Chinese, Andhra, Biryani",3.9,750.0,Brookefield
Kaafi Desi,"North Indian, Street Food",4.0,150.0,Marathahalli
Gaura's Secret Recipe,"North Indian, Gujarati, Rajasthani",3.8,250.0,Marathahalli
Spicy House,"North Indian, Chinese, Seafood, Biryani",3.7,500.0,Marathahalli
Breezy Cow Bar,Beverages,3.8,400.0,Kaggadasapura
Crunchie Corner,"Fast Food, Continental, Desserts",4.0,450.0,Brookefield
Namak Swad Anusaar,"North Indian, Chinese, Biryani, Rolls",3.8,400.0,Marathahalli
Shaadi Ki Biryani,"Biryani, Charcoal Chicken",2.5,600.0,"Varthur Main Road, Whitefield"
The Pallavas ( Authentic Taste Of Southern Cuisine ),South Indian,3.7,400.0,Brookefield
Pita Pocket Factory,"Mediterranean, Continental, Italian, Burger",3.6,500.0,Brookefield
Jashn,North Indian,3.7,750.0,Marathahalli
Thalassery Restaurant,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",3.2,500.0,Marathahalli
The London Shakes,"Fast Food, Beverages",4.1,300.0,Marathahalli
Food Square,"Fast Food, Chinese",3.6,200.0,Marathahalli
Matka House,"North Indian, Chinese, Continental, Biryani",3.9,450.0,Kaggadasapura
Aashirvaad Restaurant,"North Indian, Oriya, Chinese",3.1,300.0,Marathahalli
Salt Mango Tree,Kerala,4.3,1000.0,Whitefield
Mr Manchurian,"Chinese, Momos",3.6,500.0,Marathahalli
Daily Sushi,"Korean, Sushi",3.6,900.0,Marathahalli
Golkonda Chimney,"Biryani, North Indian, Mughlai",3.5,850.0,Marathahalli
Moriz Restaurant,"Arabian, North Indian, Seafood, Chinese, Biryani",3.2,800.0,Marathahalli
Sai Santhi Cafe,"South Indian, North Indian, Chinese",3.8,400.0,Marathahalli
Nikhil's Food Court,"South Indian, North Indian, Chinese, Fast Food",3.4,300.0,Brookefield
Crazy Crush - Juices & Desserts Cafe,"Beverages, Ice Cream, Fast Food",3.5,300.0,Whitefield
Odisha Kitchen,"Oriya, North Indian, Chinese",3.1,500.0,Marathahalli
Rolls & Bowls,"Rolls, Chinese",4.5,250.0,Brookefield
Not Just Waffles,"Desserts, Ice Cream",4.1,400.0,Brookefield
Swadist Restaurant,"Oriya, Chinese, North Indian",3.6,300.0,Marathahalli
VSV Chettinad,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",3.3,600.0,Kaggadasapura
Sri Lakshmi Vaibhav,"South Indian, North Indian, Chinese",3.7,500.0,Marathahalli
Foodmazic,"BBQ, Beverages, Burger, Rolls, Tea",3.7,200.0,Kaggadasapura
Andhra Express,"Andhra, Biryani, North Indian, Beverages",3.7,300.0,Cv Raman Nagar
Mainland China,Chinese,4.7,1700.0,Whitefield
Andhra Express,"Andhra, Biryani, North Indian, Beverages",3.7,300.0,Cv Raman Nagar
Kolkata Spicy Restaurant,Bengali,2.8,300.0,Marathahalli
Sri Jayadurga Biryani,Biryani,3.8,300.0,Marathahalli
Punjabi Dawat,"North Indian, Chinese",2.9,400.0,Bellandur
Wangs Kitchen,Chinese,3.0,1000.0,Marathahalli
Brooks 37,"North Indian, Continental, Asian, Pizza",4.1,1000.0,Brookefield
Ji Hazoor,"Mughlai, North Indian, Biryani, Afghan",4.0,1100.0,Whitefield
Meena's Kitchen,"Continental, North Indian, Mexican",3.5,400.0,Marathahalli
Slurpy Shakes,Beverages,3.4,300.0,Brookefield
The North and South Restaurant,"North Indian, Chinese, South Indian",3.2,400.0,Whitefield
Sunshadow.in,"North Indian, Chinese",3.5,400.0,Kaggadasapura
Ackley Kitchen,"Fast Food, Continental, Burger",3.6,500.0,Kaggadasapura
Wok Steam & Grills,Asian,3.7,400.0,Marathahalli
Nitehunger,"North Indian, Chinese",2.6,500.0,Marathahalli
Reddy's Restaurant,"Andhra, Biryani, South Indian, Chinese",3.3,500.0,Bellandur
Abhiruchi Restaurant,"Fast Food, Biryani, Chinese",3.5,400.0,Bellandur
Flechazo,"Asian, Mediterranean, North Indian, BBQ",4.7,1400.0,Marathahalli
Corner House Ice Cream,"Ice Cream, Desserts",4.5,400.0,Marathahalli
Banchharam,"Street Food, Mithai",3.8,200.0,Marathahalli
Vishal Sweets & Restaurant,"North Indian, Chinese, Oriya, Mithai",3.7,250.0,Marathahalli
CakeZone,"Bakery, Desserts",4.1,500.0,Marathahalli
Cream Stone,"Desserts, Ice Cream, Beverages",4.1,500.0,Marathahalli
Waffle Square,"Desserts, Beverages, Ice Cream",3.9,300.0,Marathahalli
Sweet Truth,"Bakery, Desserts",4.0,500.0,Marathahalli
Stonelicious,"Desserts, Ice Cream",4.1,300.0,Marathahalli
SEAPOT,"North Indian, South Indian",3.5,600.0,Marathahalli
Bombay Kulfi,"Desserts, Ice Cream",3.8,150.0,Marathahalli
The Waffcake Legacy,"Desserts, Street Food, Sandwich, Beverages",4.0,350.0,Marathahalli
Estaa Sweets,"Mithai, Desserts",3.3,300.0,Marathahalli
Artinci Artisanal Ice Cream,"Desserts, Ice Cream",4.2,300.0,Marathahalli
Kanti's,"Mithai, Street Food",3.8,300.0,Marathahalli
Makers of Milkshakes,Beverages,4.0,300.0,Marathahalli
Food Theory,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",2.8,500.0,Marathahalli
Baskin Robbins,"Ice Cream, Desserts",3.2,250.0,Marathahalli
Light House Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",3.6,700.0,Marathahalli
All Shook Up,"Desserts, Beverages",3.7,300.0,Marathahalli
Just Bake,Bakery,3.7,400.0,Marathahalli
Lassi Corner,"Beverages, Desserts",3.7,300.0,Marathahalli
Cake Menu,Bakery,3.5,400.0,Marathahalli
Cakes Wagon,"Desserts, Bakery",3.4,300.0,Marathahalli
Facebake,"Desserts, Bakery",4.0,300.0,Marathahalli
Polar Bear,"Desserts, Ice Cream, Beverages, Sandwich",4.0,400.0,Marathahalli
Lassi Shop,"Beverages, Ice Cream",3.8,200.0,Marathahalli
Chef Baker's,Bakery,3.3,450.0,Marathahalli
Me And My Cake,"Bakery, Desserts",3.5,500.0,Marathahalli
Indulge Cupcakes,"Bakery, Desserts",3.8,500.0,Marathahalli
Orchard Fresh,"Ice Cream, Desserts",3.4,400.0,Marathahalli
Kartik's Mithai Shoppe,"Mithai, Street Food",3.5,150.0,Marathahalli
Cafe Coffee Day,"Cafe, Fast Food",2.9,900.0,Marathahalli
Parasme,"Continental, Italian, Chinese, North Indian, Momos",3.7,400.0,Marathahalli
Sweet Chariot,"Bakery, Fast Food",2.8,500.0,Marathahalli
Delice - Novotel,"Desserts, Bakery",3.8,800.0,Marathahalli
Sri Rajalakshmi Sweets,"Mithai, Street Food",3.7,300.0,Marathahalli
The French Loaf,"Bakery, Desserts, Sandwich",3.2,400.0,Marathahalli
Kwality Wall's Swirl's,"Ice Cream, Desserts",2.9,200.0,Marathahalli
Flavours24,"Desserts, Ice Cream",3.3,250.0,Marathahalli
Daily Bread,"Bakery, Fast Food, Italian",3.6,600.0,Marathahalli
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,"Cafe, Italian",3.2,400.0,Marathahalli
Delicious Cakes,Bakery,3.1,400.0,Marathahalli
Waffle Stories,Desserts,3.6,300.0,Marathahalli
Sweet Alley,Desserts,3.4,400.0,Marathahalli
Sri Krishnar Sweets,"Street Food, Mithai",3.3,150.0,Marathahalli
Lassi House,"Beverages, Burger",3.1,300.0,Marathahalli
Kriti Dugar,Desserts,3.4,200.0,Marathahalli
Carlos Cake Cafe,"Bakery, Desserts",3.3,300.0,Marathahalli
Baker's Cafe,"Bakery, Desserts",3.5,200.0,Marathahalli
Pulla Reddy Sweets,Mithai,3.5,250.0,Marathahalli
Thanco's Naturals Ice Cream,"Ice Cream, Desserts",3.6,450.0,Marathahalli
Cake Box,"Bakery, Desserts",2.9,400.0,Marathahalli
Warm Oven,"Bakery, Desserts",3.8,500.0,Marathahalli
Onesta,"Pizza, Cafe, Italian",4.4,600.0,Brookefield
Kesar Sweet Shop and Fast Food,"North Indian, South Indian, Chinese, Street Food, Mithai",4.1,500.0,Brookefield
Breads and Banter,"Cafe, Bakery, Fast Food",4.3,400.0,Brookefield
Gowri Gajanand Sweets,"Mithai, Street Food",4.0,300.0,Brookefield
Kanti Sweets,"Mithai, Street Food",4.2,400.0,Brookefield
Not Just Waffles,"Desserts, Ice Cream",4.1,400.0,Brookefield
The Belgian Waffle Company,Desserts,4.0,250.0,Brookefield
Gelato Italiano,"Ice Cream, Bakery, Desserts",3.4,200.0,Brookefield
Dunkin' Donuts,"Desserts, Cafe, Beverages, Burger, Fast Food",4.0,550.0,Brookefield
Cupcake Bliss,Bakery,3.3,250.0,Brookefield
Midas Touch,"Bakery, Fast Food, Desserts",3.2,300.0,Brookefield
Frozen Bottle,"Beverages, Desserts",3.8,400.0,Brookefield
Cream Factory,Desserts,3.9,400.0,Kaggadasapura
Mad Over Donuts,"Bakery, Desserts, Beverages",3.9,450.0,"Itpl Main Road, Whitefield"
Creamy Zone,"Ice Cream, Juices",3.2,100.0,Brookefield
Cream and Fudge,"Ice Cream, Desserts",3.3,250.0,Brookefield
Celebrations 365,"Desserts, Ice Cream",3.3,350.0,Brookefield
Ice Creamist,"Ice Cream, Desserts",3.2,300.0,Kaggadasapura
Sizzling Pasto,"Continental, Chinese, North Indian",4.1,1100.0,Marathahalli
Brew and Barbeque - A Microbrewery Pub,"Continental, North Indian, BBQ, Steak",4.6,1400.0,Marathahalli
The Square - Novotel,"Continental, North Indian, Japanese, Italian",4.3,2500.0,Marathahalli
The Black Pearl,"North Indian, European, Mediterranean, BBQ",4.8,1500.0,Marathahalli
AB's - Absolute Barbecues,"European, Mediterranean, North Indian, BBQ",4.8,1600.0,Marathahalli
The Globe Grub,"Continental, North Indian, Asian, Italian",4.8,1300.0,Marathahalli
Flechazo,"Asian, Mediterranean, North Indian, BBQ",4.7,1400.0,Marathahalli
"3B's - Buddies, Bar & Barbecues","North Indian, Mediterranean, European, BBQ",4.5,1100.0,Marathahalli
Float,"North Indian, Japanese",4.4,1500.0,Marathahalli
Sidewalk - The Garden Bar,"North Indian, Continental, Chinese, Thai",4.4,1300.0,Marathahalli
Jalsa Gold,"North Indian, Mughlai, Italian",4.5,1300.0,Marathahalli
ANTIGRAVITY,"Continental, North Indian, Chinese, BBQ",4.4,1500.0,Marathahalli
The Boozy Griffin,"European, Continental",4.8,1800.0,Marathahalli
Kritunga Restaurant,"Andhra, Biryani, North Indian, Chinese",3.8,650.0,Marathahalli
Foxtrot,"North Indian, Chinese, Continental, Momos",4.4,1200.0,Marathahalli
Melange - Radisson Blu,"North Indian, Continental, Chinese, South Indian",4.5,2700.0,Marathahalli
Nagarjuna,"Andhra, Biryani",4.2,800.0,Marathahalli
BiereKraft,"Continental, North Indian, Asian",4.2,1600.0,Marathahalli
Barbecoa,"North Indian, Continental, Chettinad, Andhra, Bengali",4.3,1000.0,Marathahalli
Meghana Foods Grand,"Biryani, Andhra, North Indian, Seafood",4.2,600.0,Marathahalli
TBC- Sky Lounge,"Continental, Asian, Italian, North Indian",4.4,1000.0,Marathahalli
Onesta,"Pizza, Cafe, Italian",4.6,600.0,Marathahalli
Barbeque Nation,"North Indian, European, Mediterranean, BBQ, Kebab",4.3,1600.0,Marathahalli
Dhaba Estd 1986 Delhi,"BBQ, Mughlai, Biryani",4.3,1100.0,Marathahalli
Nakkshatra,"North Indian, Chinese",4.5,900.0,Marathahalli
Output Bengaluru,"North Indian, Continental",4.5,1000.0,Marathahalli
Hyderabad Chefs,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",4.0,800.0,Marathahalli
Bahar Cafe,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",4.0,750.0,Marathahalli
Yo! Chow,"Chinese, Momos",4.4,800.0,Marathahalli
Nandhana Palace,"Andhra, Biryani, North Indian, Chinese",4.2,800.0,Marathahalli
Bufferia,"Asian, Continental, European, Mediterranean",4.0,1500.0,Marathahalli
Bold,"Modern Indian, Continental, North Indian",3.9,1500.0,Marathahalli
Chulha Chauki Da Dhaba,North Indian,4.1,1000.0,Marathahalli
Chickpet Donne Biryani House,"Biryani, South Indian, Fast Food",3.7,600.0,Marathahalli
Saffron - Radisson Blu,"North Indian, Mughlai, Lucknowi",4.5,2500.0,Marathahalli
Dive,"Continental, Finger Food",4.3,1300.0,Marathahalli
Suchithra Biryani House,"Andhra, Biryani, North Indian",4.0,500.0,Marathahalli
Xtreme Sports Bar,"Continental, North Indian, Chinese, Lebanese",3.8,1400.0,Marathahalli
Biriyani Zone,"Biryani, North Indian, Chinese, Seafood",3.8,800.0,Marathahalli
Blue Terrain - Novotel,"Spanish, Italian, Mediterranean",4.2,2000.0,Marathahalli
Plan B,"Continental, BBQ, Steak",3.9,1100.0,Marathahalli
Imperial Restaurant,"Biryani, Mughlai, Chinese, Arabian",3.7,700.0,Marathahalli
Sizzling Pasto,"Continental, Chinese, North Indian",4.1,1100.0,Marathahalli
Golkonda Chimney,"Biryani, North Indian, Mughlai",3.5,850.0,Marathahalli
Matinee Bar & Kitchen,"BBQ, Continental, North Indian, Pizza, European",4.2,1700.0,Marathahalli
Anjappaar,"Chettinad, South Indian",3.9,650.0,Marathahalli
Amber Rush by The Pool,"North Indian, Chinese, Continental",3.9,1500.0,Marathahalli
Shanmukha,"Biryani, Andhra, North Indian, Chinese",3.9,800.0,Marathahalli
Swathi Deluxe,"North Indian, Seafood, Chinese, Biryani",3.9,750.0,Marathahalli
Srinathji's,"North Indian, Chinese, Continental, Street Food",3.9,750.0,Marathahalli
Sanjha Chulha,"North Indian, Pizza, Fast Food",4.0,800.0,Marathahalli
Off D' Hook,"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",3.7,800.0,Marathahalli
Rayalaseema Chefs,"North Indian, Biryani, Andhra, Chinese",3.9,800.0,Marathahalli
Beijing Bites,"Chinese, Thai",3.9,850.0,Marathahalli
MealBox Inc.,North Indian,3.9,800.0,Marathahalli
Potpourri Kitchen,"South Indian, Mughlai, North Indian, Beverages",3.7,700.0,Marathahalli
Village Restaurant,"Arabian, Chinese, Kerala, North Indian, Biryani",3.6,1000.0,Marathahalli
Konaseema Kitchen,"North Indian, Biryani, Andhra, South Indian",3.8,600.0,Marathahalli
Basmati Bar & Restaurant,"Biryani, Andhra, North Indian, Chinese",3.8,800.0,Marathahalli
Jaffa's Biryani,"Biryani, North Indian, Chinese",3.8,650.0,Marathahalli
Brunchilly,"North Indian, Continental",4.0,1300.0,Marathahalli
Nizam's Biryani House,"North Indian, Biryani",3.9,1000.0,Marathahalli
Sea Pot,"Seafood, North Indian",3.5,800.0,Marathahalli
The Dhaba,North Indian,2.7,900.0,Marathahalli
Mani's Dum Biryani,"Biryani, Andhra",4.0,750.0,Marathahalli
A2B - Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.7,400.0,Marathahalli
Oogway Express,"Chinese, Thai, Momos",3.7,600.0,Marathahalli
Chullah Bhatti,"North Indian, Chinese",4.0,900.0,Marathahalli
Hyderabad Biryaani House,"Biryani, North Indian, Chinese",3.7,700.0,Marathahalli
Earthen Bowl,"Cafe, Italian",3.9,700.0,Marathahalli
Malties - Radisson Blu,"Continental, Fast Food",4.3,4500.0,Marathahalli
Bhagini,"Andhra, South Indian, Chinese, North Indian",2.0,800.0,Marathahalli
Cauvery Hyderabadi Biriyani,"North Indian, Chinese",3.8,600.0,Marathahalli
Le Jardin By Bhagini,"Continental, Thai, North Indian, Chinese",3.9,1000.0,Marathahalli
The Kick-Ass Company Pub & Diner,Finger Food,3.7,800.0,Marathahalli
The Bahubali,"North Indian, Chinese",3.4,800.0,Marathahalli
East Delicious,"Chinese, Thai",4.0,600.0,Marathahalli
Biryani & Kabab Corner,"North Indian, Chinese, Biryani, Andhra",3.7,450.0,Marathahalli
Moriz Restaurant,"Arabian, North Indian, Seafood, Chinese, Biryani",3.2,800.0,Marathahalli
SEAPOT,"North Indian, South Indian",3.5,600.0,Marathahalli
Cultch Resto Cafe,Cafe,3.7,600.0,Marathahalli
Udupi Vaibhav,"Chinese, North Indian, South Indian",4.1,400.0,Marathahalli
Bhagini Kitchen And Bar,"Andhra, South Indian, Chinese, North Indian",3.8,1100.0,Marathahalli
Nanda's,"Andhra, North Indian, Chinese, Seafood, Biryani",3.7,650.0,Marathahalli
Jashn,North Indian,3.7,750.0,Marathahalli
Shri Vishnu Grand,"North Indian, South Indian, Chinese",3.1,450.0,Marathahalli
Andhra Vindu Multi Cuisine Restaurant,"Andhra, South Indian, Fast Food",3.3,600.0,Marathahalli
Biryani Day,"North Indian, Chinese, Biryani, Andhra",3.8,500.0,Marathahalli
Chai Mania,"Cafe, Tea, Beverages",2.8,300.0,Marathahalli
The Podium Sports Bar,"Pizza, North Indian, Finger Food, Bar Food",3.8,1200.0,Marathahalli
Kabab Magic,"North Indian, Kebab, Fast Food",3.0,500.0,Marathahalli
Golden Rice,"North Indian, Mughlai, Seafood, Chinese",4.2,1000.0,Marathahalli
Red Stone Kitchen,"North Indian, Chinese, Seafood",3.8,750.0,Marathahalli
Chiller's Nation - Iris Inn,"North Indian, Continental, Italian",2.9,1200.0,Marathahalli
Satakarni,"Chinese, South Indian, Andhra, North Indian, Biryani",3.1,650.0,Marathahalli
Hotel Crossroads,"Andhra, Biryani",3.6,650.0,Marathahalli
Light House Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",3.6,700.0,Marathahalli
Sri Udupi Park,"South Indian, North Indian, Chinese, Beverages",3.7,500.0,Marathahalli
Infinity Family Restaurant,"North Indian, Chinese",3.6,500.0,Marathahalli
Sangam Sweets,"Mithai, Street Food",3.1,200.0,Marathahalli
O2 Juice Bar,"Juices, Fast Food",3.6,200.0,Marathahalli
Biggies Burger 'n' More,"Cafe, Burger, Fast Food",4.1,400.0,Marathahalli
Spice Darbar,"Mughlai, North Indian, Continental",3.9,1000.0,Marathahalli
Chai Point,"Beverages, Fast Food",3.5,150.0,Marathahalli
Akshara,"South Indian, Kerala, Andhra",4.0,1000.0,Marathahalli
Jhanhavi Restaurant,"North Indian, Chinese, South Indian, Biryani",3.1,400.0,Marathahalli
Kingley Grand,"Biryani, North Indian, Chinese",3.5,600.0,Marathahalli
Maria Taste Circle,"South Indian, North Indian, Kerala, Seafood",3.9,450.0,Marathahalli
Five Spice Dining,"Chinese, North Indian, South Indian",3.6,750.0,Marathahalli
Sankranti,Andhra,3.6,600.0,Marathahalli
Chez Nous - Novotel,"European, French, North Indian",3.9,2500.0,Marathahalli
New Milestone Restaurant,North Indian,3.4,700.0,Marathahalli
The Spice Pavillion,North Indian,3.7,600.0,Marathahalli
Hashtag Kitchen,"North Indian, Biryani, Chinese",3.3,600.0,Marathahalli
The Eatery Cafe & Restaurant,Fast Food,3.8,800.0,Marathahalli
Flavors of India,"North Indian, Chinese, Andhra",3.6,800.0,Marathahalli
Malabar Tasty Restaurant,"Kerala, North Indian, Chinese, South Indian",3.0,450.0,Marathahalli
Sree Lakshmi Venkateshwara Andhra Mess,"Andhra, South Indian",3.5,400.0,Marathahalli
The Restaurant,"Continental, Burger, South Indian, Sandwich, Italian, Pizza, North Indian, Chinese",3.7,1200.0,Marathahalli
Master Chifoo,"Chinese, Thai, Momos",3.9,800.0,Marathahalli
Cafe Coffee Day,"Cafe, Fast Food",2.9,900.0,Marathahalli
Chaai Resto,"Tea, Beverages, Fast Food",3.4,250.0,Marathahalli
Pelican,"North Indian, Chinese",3.4,1200.0,Marathahalli
Mayuri Multicuisine Restaurant,North Indian,3.6,500.0,Marathahalli
The Mint Resto Bar,"North Indian, Chinese, Andhra",2.6,1000.0,Marathahalli
Sai Santhi Cafe,"South Indian, North Indian, Chinese",3.8,400.0,Marathahalli
Curry Chutney,"North Indian, South Indian, Chinese",3.0,400.0,Marathahalli
Cafe Olive,"Cafe, Italian",3.1,500.0,Marathahalli
Midnight Food Point,"North Indian, Chinese, Mughlai, Biryani",2.6,500.0,Marathahalli
Palar Restaurant,"Andhra, North Indian",3.7,700.0,Marathahalli
Indian Paratha Company,North Indian,3.5,500.0,Marathahalli
Hyderabadi Biryani Hub,"Biryani, North Indian, Chinese",2.9,600.0,Marathahalli
The Big Grill,"North Indian, Chinese, Mughlai",3.4,400.0,Marathahalli
Tim Cafe,"Cafe, Sandwich, Beverages",3.6,250.0,Marathahalli
Nawabi Zaica,"North Indian, Mughlai, Chinese",3.5,600.0,Marathahalli
@ Biryani Central,"Biryani, Mughlai, Chinese",2.7,550.0,Marathahalli
Wok With Chung,"Chinese, Thai",3.8,1000.0,Marathahalli
Spicy Andhra,"Andhra, North Indian, Chinese",2.9,600.0,Marathahalli
Late Night,"North Indian, Chinese",3.0,500.0,Marathahalli
Kerala Kitchen,"Kerala, North Indian, Chinese, Kebab",3.4,550.0,Marathahalli
Paprica,"North Indian, Chinese",2.6,1200.0,Marathahalli
Deccan Kitchen,"South Indian, North Indian",3.6,700.0,Marathahalli
Mast Biryani - Fresh Indian Kitchen,"Biryani, North Indian, Mughlai, Fast Food",3.5,500.0,Marathahalli
Bharatkhana,"North Indian, Bengali, Chinese, Beverages",3.4,500.0,Marathahalli
Coffee Mug Cafe,"Cafe, Chinese, North Indian, Fast Food",3.7,400.0,Marathahalli
Aaha Andhra,"Andhra, Biryani, North Indian",3.4,900.0,Marathahalli
Hotel Sapthagiri,"Andhra, North Indian, Chinese",3.6,700.0,Marathahalli
Kidilum,"North Indian, Chinese, Kerala",3.6,450.0,Marathahalli
UBCR,"Italian, American, Chinese, Arabian, North Indian, Cafe",3.5,1000.0,Marathahalli
Lemon - The Lounge Bar,"North Indian, Biryani, Chinese",3.1,800.0,Marathahalli
Home Food Punjabi Dhabha,"North Indian, Chinese",3.1,350.0,Marathahalli
Tintin Da Dhaba,North Indian,3.4,500.0,Marathahalli
Balaji Abhiruchi Multicuisine Restaurant,"South Indian, North Indian, Chinese",3.4,550.0,Marathahalli
Kerala Mess,"Kerala, Chinese, South Indian",3.2,300.0,Marathahalli
Owl's Kitchen,"North Indian, Chinese",2.6,500.0,Marathahalli
Pizza Home,"Cafe, Pizza, Continental, South Indian",2.9,600.0,Marathahalli
Hello Curry,"North Indian, Biryani, Mughlai",2.8,600.0,Marathahalli
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,"Cafe, Italian",3.2,400.0,Marathahalli
Ginger Mint,"North Indian, South Indian, Chinese",3.0,600.0,Marathahalli
Romy's Kitchen,"North Indian, Chinese, Italian",3.1,450.0,Marathahalli
Speedy Chow,Chinese,3.5,600.0,Marathahalli
Spice Affair,"North Indian, Chinese",3.6,600.0,Marathahalli
Punjabi Tadka,"North Indian, Chinese",2.3,400.0,Marathahalli
Rawalpindi Express,North Indian,3.4,300.0,Marathahalli
Utopia,"North Indian, Chinese",2.8,550.0,Marathahalli
Mandya Naati Style Hotel,South Indian,3.3,300.0,Marathahalli
Kofabell,North Indian,3.2,500.0,Marathahalli
Godhavari,"Seafood, Andhra",3.3,1000.0,Marathahalli
Chattorey - The Family Restaurant,"North Indian, Chinese, South Indian, Rolls",3.4,400.0,Marathahalli
Sindhuri Restaurant,"Chinese, North Indian, Biryani",3.1,600.0,Marathahalli
Central Cafe,"Beverages, Fast Food",3.2,300.0,Marathahalli
Rayalseema Kitchens,"Andhra, North Indian, Biryani",3.6,700.0,Marathahalli
Bageecha,"North Indian, Chinese",2.1,650.0,Marathahalli
Dakshin Spice,"South Indian, North Indian, Chinese, Biryani",3.8,800.0,Marathahalli
Haveli,"Biryani, North Indian, Mughlai",3.7,700.0,Marathahalli
Pizza Hut,"Pizza, Fast Food",2.8,750.0,Marathahalli
New Tandoori Point,"North Indian, Chinese",2.4,600.0,Marathahalli
The Bawarchi,"Hyderabadi, North Indian, Chinese, Biryani",2.6,700.0,Marathahalli
Hyderabad Dawat,"Biryani, Hyderabadi",3.4,650.0,Marathahalli
Lassi Corner,"Beverages, Sandwich",3.3,250.0,Marathahalli
Mirchi Bites- Spice Heaven,"Hyderabadi, Biryani",3.1,650.0,Marathahalli
Damodar Seth,"Bengali, Chinese, North Indian",3.2,600.0,Marathahalli
Wangs Kitchen,Chinese,3.0,1000.0,Marathahalli
Daniyal's,"North Indian, Biryani, Mughlai, Kebab",3.5,800.0,Marathahalli
Nakkala's Food Hunt,"North Indian, Chinese",2.4,600.0,Marathahalli
Puchkas,"Street Food, North Indian",4.1,200.0,Marathahalli
Leon Grill,"Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",4.1,450.0,Marathahalli
Suvai Factory,"North Indian, South Indian, Chinese",3.7,600.0,Marathahalli
Kaafi Desi,"North Indian, Street Food",4.0,150.0,Marathahalli
Domino's Pizza,"Pizza, Fast Food",3.9,400.0,Marathahalli
KFC,"Burger, Fast Food",3.9,450.0,Marathahalli
Chatpatlal Sweets & Snacks,"Street Food, Mithai, North Indian, Beverages, Desserts",4.2,200.0,Marathahalli
The Yummy Box,"North Indian, Chinese",3.8,200.0,Marathahalli
Best Of Bengal,Bengali,3.8,300.0,Marathahalli
Punjabi Twist,North Indian,4.2,300.0,Marathahalli
Aahar Vihar,North Indian,4.0,250.0,Marathahalli
Tandoori Junction,"North Indian, Chinese, Biryani",4.0,400.0,Marathahalli
Chatora,"North Indian, Fast Food, Street Food",3.4,300.0,Marathahalli
Spicy House,"North Indian, Chinese, Seafood, Biryani",3.7,500.0,Marathahalli
Raj Donne Biriyani,"South Indian, Biryani",3.5,450.0,Marathahalli
Delight food,"North Indian, South Indian",3.1,250.0,Marathahalli
Daily Sushi,"Korean, Sushi",3.6,900.0,Marathahalli
Biryani Mane,"North Indian, Biryani",3.6,600.0,Marathahalli
Aashirvaad Restaurant,"North Indian, Oriya, Chinese",3.1,300.0,Marathahalli
Lassi Bistro,"Cafe, Fast Food, Beverages",3.6,150.0,Marathahalli
New Food Magic,"North Indian, Chinese, Biryani",3.7,400.0,Marathahalli
Kabab Mirchi,"North Indian, Mughlai, Chinese",3.6,350.0,Marathahalli
RPS Food Corner,"North Indian, Chinese, Bengali, Biryani",3.3,400.0,Marathahalli
Odisha Platter,Oriya,3.8,350.0,Marathahalli
Bangaliana,Bengali,3.6,600.0,Marathahalli
The Grains,"South Indian, North Indian, Chinese",3.6,300.0,Marathahalli
Eat Eroo - South China,"South Indian, Chinese",3.8,350.0,Marathahalli
9D Foods,"North Indian, Street Food",4.1,400.0,Marathahalli
B'Town Cafe & Restaurant,"Arabian, Continental",3.5,350.0,Marathahalli
Kabab Mirchi,"North Indian, Chinese, Mughlai",3.2,300.0,Marathahalli
Cafe Petu,"North Indian, Sandwich",3.8,300.0,Marathahalli
Desi Bites,North Indian,3.9,250.0,Marathahalli
Ashirvad Veg,South Indian,3.4,300.0,Marathahalli
Muscat Restaurant,"North Indian, Chinese",3.0,400.0,Marathahalli
Rajwada Food,North Indian,3.0,300.0,Marathahalli
Sher-E-Punjab,"North Indian, Chinese",3.4,400.0,Marathahalli
